cell_id,method_id,seed,population_id,mode,evaluator,team_return,expected_intervention_cost,actual_confusion_loss,residual_bayes_risk,decision_utilization_gap,total_regret,policy_dri,probe_probability,expected_commitment_time,identity_mutual_information_bits,decision_signature_mutual_information_bits,active_frontier_distance,oracle_normalized_return,response_signature_accuracy,belief_brier_score,expected_calibration_error,partner_response_prediction_loss,commitment_time_distribution,applicability_flags
no_identification_needed,mlp_ppo,2001,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2001,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98758304511803,0.0024569196352759344,0.009960035246695021,0.0,0.009960035246695021,0.012416954881970955,,0.0004913839270551869,0.011874355454404434,0.0,0.0,6.142299088189837e-05,,,,,,"{'0': 0.9882246940978803, '1': 0.011676397346931678, '2': 9.897905373637837e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2002,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2002,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.9847096604036,0.0029663293431990423,0.01232401025321181,0.0,0.01232401025321181,0.015290339596410853,,0.0005932658686398085,0.003805332210609567,0.0,0.0,7.415823357997606e-05,,,,,,"{'0': 0.9962247815565206, '1': 0.00374518223318239, '2': 3.0074988713588524e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2003,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2003,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98680039778174,0.0029355905025964905,0.010264011715674875,0.0,0.010264011715674875,0.013199602218271366,,0.0005871181005192982,0.006319623427290089,0.0,0.0,7.338976256491227e-05,,,,,,"{'0': 0.9937195139063988, '1': 0.006241355753337134, '2': 3.91338369764772e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2004,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2004,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98661861321787,0.002843058981405988,0.01053832780072958,0.0,0.01053832780072958,0.013381386782135568,,0.0005686117962811977,0.00960207792497208,0.0,0.0,7.10764745351497e-05,,,,,,"{'0': 0.9904991391231306, '1': 0.009399606728228257, '2': 0.00010123559837191222}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2005,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2005,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98576604480726,0.0036128096154224563,0.010621145577320749,0.0,0.010621145577320749,0.014233955192743205,,0.0007225619230844913,0.00479391319955804,0.0,0.0,9.032024038556141e-05,,,,,,"{'0': 0.9952919465431478, '1': 0.004622165955967859, '2': 8.58736217950904e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2006,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2006,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.99105761760845,0.0022586604217611464,0.006683721969784975,0.0,0.006683721969784975,0.00894238239154612,,0.0004517320843522293,0.003860475655208943,0.0,0.0,5.646651054402866e-05,,,,,,"{'0': 0.9961777645366965, '1': 0.0037840555052699476, '2': 3.821007496949752e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2007,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2007,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98754259020536,0.0020041353463657492,0.010453274448262674,0.0,0.010453274448262674,0.012457409794628423,,0.0004008270692731498,0.018441059191116705,0.0,0.0,5.010338365914373e-05,,,,,,"{'0': 0.9818214648403227, '1': 0.01791591061216827, '2': 0.0002625742894742146}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2008,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2008,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.99104094193198,0.0017887658027771272,0.0071702922652422075,0.0,0.0071702922652422075,0.008959058068019336,,0.00035775316055542544,0.00814217735393653,0.0,0.0,4.471914506942818e-05,,,,,,"{'0': 0.9919477530784206, '1': 0.007962238626679996, '2': 8.996936362826741e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2009,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2009,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98952763564192,0.002734593230031937,0.007737771128044667,0.0,0.007737771128044667,0.010472364358076604,,0.0005469186460063875,0.00817460460634573,0.0,0.0,6.836483075079843e-05,,,,,,"{'0': 0.9919238241709536, '1': 0.007977730476458798, '2': 9.843706494346528e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2010,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,mlp_ppo,2010,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.9891470503915,0.0015409430456255718,0.009312006562884488,0.0,0.009312006562884488,0.01085294960851006,,0.0003081886091251144,0.009175659950027214,0.0,0.0,3.85235761406393e-05,,,,,,"{'0': 0.9909048375120619, '1': 0.009014705228931484, '2': 8.047736054786391e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2001,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2001,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98327588669201,0.0,0.016724113307988647,0.0,0.016724113307988647,0.016724113307988647,,0.0,0.014773776107382284,0.0,0.0,0.0,,,,,,"{'0': 0.9853352493373677, '1': 0.01455581654886424, '2': 0.0001089797792590216}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2002,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2002,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98471438584319,0.0,0.01528561415680442,0.0,0.01528561415680442,0.01528561415680442,,0.0,0.017252137739295476,0.0,0.0,0.0,,,,,,"{'0': 0.9831463634909596, '1': 0.01645507875166856, '2': 0.000398529493813459}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2003,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2003,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98564665165895,0.0,0.014353348341053415,0.0,0.014353348341053415,0.014353348341053415,,0.0,0.011486163621643942,0.0,0.0,0.0,,,,,,"{'0': 0.9886628439999186, '1': 0.011188190969551091, '2': 0.00014898632604642558}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2004,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2004,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98241543162241,0.0,0.01758456837758377,0.0,0.01758456837758377,0.01758456837758377,,0.0,0.03523222467836874,0.0,0.0,0.0,,,,,,"{'0': 0.96523093918222, '1': 0.03430589358777703, '2': 0.00046316554529585554}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2005,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2005,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.98128754134146,0.0,0.0187124586585403,0.0,0.0187124586585403,0.0187124586585403,,0.0,0.01830282587718871,0.0,0.0,0.0,,,,,,"{'0': 0.9819194453011733, '1': 0.017858268327565843, '2': 0.000222278774811433}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2006,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2006,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.97892337621754,0.0,0.021076623782459048,0.0,0.021076623782459048,0.021076623782459048,,0.0,0.01094821192566585,0.0,0.0,0.0,,,,,,"{'0': 0.9891468527493998, '1': 0.010757983925156814, '2': 9.511400025451812e-05}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2007,binary-role-allocation--no_identification_needed--identity,greedy,exact_neural_policy_tree,100.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,{'0': 1.0},"{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
no_identification_needed,gru_ppo_passive,2007,binary-role-allocation--no_identification_needed--identity,stochastic,exact_neural_policy_tree,99.96769577315054,0.0,0.03230422684946325,0.0,0.03230422684946325,0.03230422684946325,,0.0,0.019901025640480748,0.0,0.0,0.0,,,,,,"{'0': 0.9806107198819518, '1': 0.018877511961750634, '2': 0.0005117568393650576}","{'policy_dri': False, 'active_frontier_distance': True, 'oracle_normalized_return': False, 'response_signature_accuracy': False, 'belief_calibration': False, 'partner_response_prediction_loss': False}"
